average_coffee
0.3076923076923077
0.2835820895522388
0.28125
0.2809917355371901
0.2796610169491525
0.2755905511811024
0.2636363636363636
0.2605042016806723
0.25
0.24347826086956523
0.24242424242424243
0.23333333333333334
0.23275862068965517
0.23214285714285715
0.232
0.2246376811594203
0.22448979591836735
0.2222222222222222
0.21678321678321677
0.21323529411764705
0.20689655172413793
0.2
0.19708029197080293
0.1925925925925926
0.19230769230769232
0.19083969465648856
0.19014084507042253
0.18604651162790697
0.1746031746031746
0.17293233082706766
